source_catalog_id,slug,accepted_scientific_name,scientific_name_authorship,taxon_authority,taxon_authority_id,taxon_status,synonyms,preferred_ja_name,ja_aliases,preferred_en_name,en_aliases,category,rank,phylum,class,order,family,observed_depth_min_m,observed_depth_max_m,spawn_depth_min_m,spawn_depth_max_m,habitat_tags,ocean_regions,game_rarity,spawn_weight,spawn_conditions,behavior_id,score,asset_id,taxonomy_source_url,depth_source_url,fact_ja,fact_source_url,image_reference_url,last_verified_at,research_status,notes
F001,eurypharynx-pelecanoides,Eurypharynx pelecanoides,"Vaillant, 1882",WoRMS,127165,accepted,[],フクロウナギ,[],Pelican eel,[],fish,Species,Chordata,Teleostei,Anguilliformes,Eurypharyngidae,500,7625,500,6000,"[""deep_sea"",""water_column""]",[],legendary,0.05,"{""depth_min_m"":500,""depth_max_m"":6000,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":40}",swim,100,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127165,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,観察深度の出典記録は500–7625m。,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 500-7625 m. | size_note=Maximum 100 cm TL reported in FishBase. | visual_note=Greatly distensible mouth; extremely attenuated tail ending in luminous organ; scaleless eel-like body. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Eurypharynx+pelecanoides -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127165
I055,paralomis-multispina,Paralomis multispina,"(Benedict, 1895)",WoRMS,378131,accepted,[],,[],Spiny king crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Lithodidae,520,2829,520,2829,"[""deep_sea"",""seafloor""]",[],uncommon,0.65,"{""depth_min_m"":520,""depth_max_m"":2829,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":16}",crawl,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=378131,https://api.obis.org/v3/occurrence?taxonid=378131&size=1000,観察深度の出典記録は520–2829m。,https://api.obis.org/v3/occurrence?taxonid=378131&size=1000,https://www.gbif.org/occurrence/search?scientific_name=Paralomis%20multispina&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope | size_note=leg span about 60 cm | visual_note=dense carapace spines and long walking legs | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I056,paralomis-birsteini,Paralomis birsteini,"Macpherson, 1988",WoRMS,246545,accepted,[],,[],King crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Lithodidae,310,1660,310,1660,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":310,""depth_max_m"":1660,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",crawl,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=246545,https://api.obis.org/v3/occurrence?taxonid=246545&size=1000,観察深度の出典記録は310–1660m。,https://api.obis.org/v3/occurrence?taxonid=246545&size=1000,https://www.gbif.org/occurrence/search?scientific_name=Paralomis%20birsteini&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope | size_note=carapace about 20 cm | visual_note=spiny crab body with elongated legs and claws | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I057,chaceon-quinquedens,Chaceon quinquedens,"(Smith, 1879)",WoRMS,158407,accepted,[],,[],Atlantic deep-sea red crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Geryonidae,0,2085,200,2085,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2085,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",crawl,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158407,https://api.obis.org/v3/occurrence?taxonid=158407&size=1000,観察深度の出典記録は0–2085m。,https://api.obis.org/v3/occurrence?taxonid=158407&size=1000,https://www.marinespecies.org/DeepSea/aphia.php?p=image&pic=129219&tid=158407,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=carapace to about 20 cm | visual_note=rounded orange red carapace with robust claws | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I058,chaceon-affinis,Chaceon affinis,"(A. Milne-Edwards & Bouvier, 1894)",WoRMS,107369,accepted,[],,[],Golden deep-sea crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Geryonidae,0,2200,200,2200,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2200,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",crawl,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107369,https://api.obis.org/v3/occurrence?taxonid=107369&size=1000,観察深度の出典記録は0–2200m。,https://api.obis.org/v3/occurrence?taxonid=107369&size=1000,https://www.gbif.org/occurrence/search?scientific_name=Chaceon%20affinis&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=carapace to about 20 cm | visual_note=orange to reddish smooth carapace and stout claws | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I059,geryon-trispinosus,Geryon trispinosus,"(Herbst, 1803)",WoRMS,107374,accepted,[],,[],Three-spined crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Geryonidae,0,732,200,732,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":732,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",crawl,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107374,https://api.obis.org/v3/occurrence?taxonid=107374&size=1000,観察深度の出典記録は0–732m。,https://api.obis.org/v3/occurrence?taxonid=107374&size=1000,https://www.marinespecies.org/DeepSea/aphia.php?p=image&pic=1821&tid=107374,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=carapace about 10 cm | visual_note=round carapace with lateral spines and long claws | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I060,cyrtomaia-suhmii,Cyrtomaia suhmii,"Miers <i>in</i> Tizard, Moseley, Buchanan & Murray, 1885",WoRMS,441894,accepted,[],,[],Spider crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Oregoniidae,271,1130,271,1130,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":271,""depth_max_m"":1130,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",crawl,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=441894,https://api.obis.org/v3/occurrence?taxonid=441894&size=1000,観察深度の出典記録は271–1130m。,https://api.obis.org/v3/occurrence?taxonid=441894&size=1000,https://www.gbif.org/occurrence/search?scientific_name=Cyrtomaia%20suhmii&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope | size_note=carapace about 12 cm | visual_note=high pear-shaped carapace with a long recurved rostrum | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I061,macroregonia-macrochira,Macroregonia macrochira,"Sakai, 1978",WoRMS,442169,accepted,[],,[],Deep-sea spider crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Oregoniidae,800,2700,800,2700,"[""deep_sea"",""seafloor""]",[],uncommon,0.65,"{""depth_min_m"":800,""depth_max_m"":2700,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":16}",crawl,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=442169,https://api.obis.org/v3/occurrence?taxonid=442169&size=1000,観察深度の出典記録は800–2700m。,https://api.obis.org/v3/occurrence?taxonid=442169&size=1000,https://www.inaturalist.org/photos/684151892,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope | size_note=leg span can exceed 1 m | visual_note=large spider-crab silhouette with very long spiny legs | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I062,dorhynchus-thomsoni,Dorhynchus thomsoni,"Thomson, 1873",WoRMS,107316,accepted,[],,[],Long-legged spider crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Inachidae,0,2080,200,2080,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2080,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",crawl,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107316,https://api.obis.org/v3/occurrence?taxonid=107316&size=1000,観察深度の出典記録は0–2080m。,https://api.obis.org/v3/occurrence?taxonid=107316&size=1000,https://portal.boldsystems.org/record/SEAKY1214-17,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=carapace about 5 cm | visual_note=long narrow rostrum and unusually thin legs | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I063,kiwa-tyleri,Kiwa tyleri,"Thatje in Thatje, Marsh, Roterman, Mavrogortdato & Linse, 2015",WoRMS,850310,accepted,[],,[],Hoff crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Kiwaidae,2395,2600,2395,2600,"[""deep_sea"",""seafloor""]",[],rare,0.35,"{""depth_min_m"":2395,""depth_max_m"":2600,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":22}",crawl,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=850310,https://api.obis.org/v3/occurrence?taxonid=850310&size=500,観察深度の出典記録は2395–2600m。,https://api.obis.org/v3/occurrence?taxonid=850310&size=500,https://www.gbif.org/occurrence/search?scientific_name=Kiwa%20tyleri&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS reported-depth envelope from 3 records | size_note=carapace about 6 cm | visual_note=pale crab with dense hairlike setae on the claws and chest | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I064,kiwa-hirsuta,Kiwa hirsuta,"Macpherson, Jones & Segonzac, 2005",WoRMS,249751,accepted,[],,[],Yeti crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Kiwaidae,220,2228,220,2228,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":220,""depth_max_m"":2228,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",crawl,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=249751,https://api.obis.org/v3/occurrence?taxonid=249751&size=500,観察深度の出典記録は220–2228m。,https://api.obis.org/v3/occurrence?taxonid=249751&size=500,https://www.gbif.org/occurrence/search?scientific_name=Kiwa%20hirsuta&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope from 3 records | size_note=carapace about 15 cm | visual_note=white hairy claws and long pale walking legs | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I065,bythograea-thermydron,Bythograea thermydron,"Williams, 1980",WoRMS,440289,accepted,[],,[],Hydrothermal vent crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Bythograeidae,1000,3300,1000,3300,"[""deep_sea"",""seafloor""]",[],uncommon,0.65,"{""depth_min_m"":1000,""depth_max_m"":3300,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":16}",crawl,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=440289,https://api.obis.org/v3/occurrence?taxonid=440289&size=500,観察深度の出典記録は1000–3300m。,https://api.obis.org/v3/occurrence?taxonid=440289&size=500,https://www.gbif.org/occurrence/search?scientific_name=Bythograea%20thermydron&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope | size_note=carapace about 15 cm | visual_note=pale robust vent crab with large dark-tipped claws | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I066,segonzacia-mesatlantica,Segonzacia mesatlantica,"(Williams, 1988)",WoRMS,107266,accepted,[],,[],Vent crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Bythograeidae,813,4087,813,4087,"[""deep_sea"",""seafloor""]",[],rare,0.35,"{""depth_min_m"":813,""depth_max_m"":4087,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":22}",crawl,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107266,https://api.obis.org/v3/occurrence?taxonid=107266&size=500,観察深度の出典記録は813–4087m。,https://api.obis.org/v3/occurrence?taxonid=107266&size=500,https://www.gbif.org/occurrence/search?scientific_name=Segonzacia%20mesatlantica&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope | size_note=carapace about 15 cm | visual_note=pale deep-vent crab with smooth shell and stout chelae | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I067,homola-barbata,Homola barbata,"(Fabricius, 1793)",WoRMS,107262,accepted,[],,[],Carrier crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Homolidae,0,712,200,712,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":712,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",crawl,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107262,https://api.obis.org/v3/occurrence?taxonid=107262&size=500,観察深度の出典記録は0–712m。,https://api.obis.org/v3/occurrence?taxonid=107262&size=500,https://www.gbif.org/occurrence/search?scientific_name=Homola%20barbata&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=carapace about 10 cm | visual_note=long rear legs are adapted to carry objects over the carapace | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I068,ethusina-abyssicola,Ethusina abyssicola,"Smith, 1884",WoRMS,209493,accepted,[],,[],Deep-sea crab,[],crab,Species,Arthropoda,Malacostraca,Decapoda,Ethusidae,860,4120,860,4120,"[""deep_sea"",""seafloor""]",[],rare,0.35,"{""depth_min_m"":860,""depth_max_m"":4120,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":22}",crawl,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=209493,https://api.obis.org/v3/occurrence?taxonid=209493&size=500,観察深度の出典記録は860–4120m。,https://api.obis.org/v3/occurrence?taxonid=209493&size=500,https://www.gbif.org/occurrence/search?scientific_name=Ethusina%20abyssicola&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope from 25 records | size_note=carapace about 5 cm | visual_note=small rounded crab with a compact oval carapace | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I069,rimicaris-exoculata,Rimicaris exoculata,"Williams & Rona, 1986",WoRMS,107542,accepted,[],,[],Vent shrimp,[],shrimp,Species,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,1100,4088,1100,4088,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":1100,""depth_max_m"":4088,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107542,https://api.obis.org/v3/occurrence?taxonid=107542&size=1000,観察深度の出典記録は1100–4088m。,https://api.obis.org/v3/occurrence?taxonid=107542&size=1000,https://www.marinespecies.org/DeepSea/aphia.php?p=image&pic=64127&tid=107542,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope | size_note=body about 5 cm | visual_note=pale vent shrimp with enlarged dorsal visual organ and bacterial chamber | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I070,alvinocaris-markensis,Alvinocaris markensis,"Williams, 1988",WoRMS,378091,accepted,[],,[],Vent shrimp,[],shrimp,Species,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,1600,3670,1600,3670,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":1600,""depth_max_m"":3670,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=378091,https://api.obis.org/v3/occurrence?taxonid=378091&size=1000,観察深度の出典記録は1600–3670m。,https://api.obis.org/v3/occurrence?taxonid=378091&size=1000,https://www.gbif.org/occurrence/search?scientific_name=Alvinocaris%20markensis&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope | size_note=body about 4 cm | visual_note=pale translucent shrimp with long antennae | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I071,mirocaris-fortunata,Mirocaris fortunata,"(Martin & Christiansen, 1995)",WoRMS,107541,accepted,[],,[],Vent shrimp,[],shrimp,Species,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,810,4088,810,4088,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":810,""depth_max_m"":4088,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107541,https://api.obis.org/v3/occurrence?taxonid=107541&size=1000,観察深度の出典記録は810–4088m。,https://api.obis.org/v3/occurrence?taxonid=107541&size=1000,https://www.marinespecies.org/DeepSea/aphia.php?p=image&pic=10640&tid=107541,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope | size_note=body about 3 cm | visual_note=slender pale to orange shrimp with very long antennae | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I072,acanthephyra-purpurea,Acanthephyra purpurea,"A. Milne-Edwards, 1881",WoRMS,107582,accepted,[],,[],Purple glass shrimp,[],shrimp,Species,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,0,5370,200,5370,"[""deep_sea"",""water_column""]",[],very_rare,0.15,"{""depth_min_m"":200,""depth_max_m"":5370,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":30}",swim,75,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107582,https://api.obis.org/v3/occurrence?taxonid=107582&size=1000,観察深度の出典記録は0–5370m。,https://api.obis.org/v3/occurrence?taxonid=107582&size=1000,https://www.gbif.org/occurrence/search?scientific_name=Acanthephyra%20purpurea&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=body about 15 cm | visual_note=purple red body with large eyes and an elongate rostrum | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I073,oplophorus-spinosus,Oplophorus spinosus,"(Brullé, 1839)",WoRMS,107602,accepted,[],,[],Deep-sea shrimp,[],shrimp,Species,Arthropoda,Malacostraca,Decapoda,Oplophoridae,0,5230,200,5230,"[""deep_sea"",""water_column""]",[],very_rare,0.15,"{""depth_min_m"":200,""depth_max_m"":5230,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":30}",swim,75,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107602,https://api.obis.org/v3/occurrence?taxonid=107602&size=1000,観察深度の出典記録は0–5230m。,https://api.obis.org/v3/occurrence?taxonid=107602&size=1000,https://www.marinespecies.org/DeepSea/aphia.php?p=image&pic=29537&tid=107602,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=body about 15 cm | visual_note=red body with large eyes and a spinose rostrum | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I074,notostomus-gibbosus,Notostomus gibbosus,"A. Milne-Edwards, 1881",WoRMS,212899,accepted,[],,[],Deep-sea shrimp,[],shrimp,Species,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,0,4000,200,4000,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":4000,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212899,https://api.obis.org/v3/occurrence?taxonid=212899&size=1000,観察深度の出典記録は0–4000m。,https://api.obis.org/v3/occurrence?taxonid=212899&size=1000,https://www.gbif.org/occurrence/search?scientific_name=Notostomus%20gibbosus&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=body about 15 cm | visual_note=robust red body and long toothed rostrum | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I075,plesionika-martia,Plesionika martia,"(A. Milne-Edwards, 1883)",WoRMS,107661,accepted,[],,[],Golden shrimp,[],shrimp,Species,Arthropoda,Malacostraca,Decapoda,Pandalidae,0,3635,200,3635,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":3635,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107661,https://api.obis.org/v3/occurrence?taxonid=107661&size=1000,観察深度の出典記録は0–3635m。,https://api.obis.org/v3/occurrence?taxonid=107661&size=1000,https://www.marinespecies.org/DeepSea/aphia.php?p=image&pic=48703&tid=107661,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=body about 12 cm | visual_note=slender red orange shrimp with long antennae and rostrum | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I076,hymenopenaeus-debilis,Hymenopenaeus debilis,"Smith, 1882",WoRMS,107117,accepted,[],,[],Deep-sea shrimp,[],shrimp,Species,Arthropoda,Malacostraca,Decapoda,Solenoceridae,18,2163,200,2163,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2163,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107117,https://api.obis.org/v3/occurrence?taxonid=107117&size=1000,観察深度の出典記録は18–2163m。,https://api.obis.org/v3/occurrence?taxonid=107117&size=1000,https://www.marinespecies.org/DeepSea/aphia.php?p=image&pic=48702&tid=107117,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope | size_note=body about 12 cm | visual_note=transparent to red body with a long narrow rostrum | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I077,gennadas-valens,Gennadas valens,"(Smith, 1884)",WoRMS,107098,accepted,[],,[],Deep-sea shrimp,[],shrimp,Species,Arthropoda,Malacostraca,Decapoda,Benthesicymidae,0,5300,200,5300,"[""deep_sea"",""water_column""]",[],very_rare,0.15,"{""depth_min_m"":200,""depth_max_m"":5300,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":30}",swim,75,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107098,https://api.obis.org/v3/occurrence?taxonid=107098&size=1000,観察深度の出典記録は0–5300m。,https://api.obis.org/v3/occurrence?taxonid=107098&size=1000,https://www.gbif.org/occurrence/search?scientific_name=Gennadas%20valens&media_type=StillImage,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=body about 5 cm | visual_note=compact red shrimp with large dark eyes and photophores | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
